user,mode,hf_label,ibm_label,final_label,hf_scores,ibm_scores,merged_scores,bot_reply,tokens_used,cost_usd
I've invested so much time and emotional energy into these friendships.,2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.9575188159942627, 'joy': 0.9633280634880066, 'love': 0.6687500476837158, 'anger': 0.28252869844436646, 'fear': 0.05108828470110893, 'surprise': 0.03271111100912094}","{'sadness': 0.304008, 'joy': 0.662503, 'fear': 0.014906, 'disgust': 0.003348, 'anger': 0.021068}","{'joy': 0.8429980380928039, 'sadness': 0.6961144895965576, 'anger': 0.17794441906661987, 'fear': 0.036615370820665356, 'disgust': 0.0013392, 'surprise': 0.019626666605472565}","It's clear how much you care about your friendships, and that investment speaks volumes about who you are. Feeling sad about the way things have unfolded is completely understandable. It’s frustrating to put so much into relationships and then feel overlooked or unappreciated. Your commitment to those friendships shows just how much you value the connections you’ve built. It’s okay to take the time you need to process these feelings. You deserve to have your efforts recognized and reciprocated. How can I support you as you navigate this?",1737,0.000307
I've invested so much time and emotional energy into these friendships.,3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.9575188159942627, 'joy': 0.9633280634880066, 'love': 0.6687500476837158, 'anger': 0.28252869844436646, 'fear': 0.05108828470110893, 'surprise': 0.03271111100912094}","{'sadness': 0.304008, 'joy': 0.662503, 'fear': 0.014906, 'disgust': 0.003348, 'anger': 0.021068}","{'joy': 0.8429980380928039, 'sadness': 0.6961144895965576, 'anger': 0.17794441906661987, 'fear': 0.036615370820665356, 'disgust': 0.0013392, 'surprise': 0.019626666605472565}","It sounds like you’re feeling really invested and maybe even a bit frustrated or hurt by the situation. When you put so much into friendships, it makes it even more painful to feel excluded or betrayed. It's completely valid to feel this way. Do you want to share more about what you've been feeling about the time and energy you've put into these relationships?",1022,0.000185
What if they don't want me around anymore?,1️⃣ Rule → LLM (Emotion label only),anger,sadness,sadness,"{'sadness': 0.7342056035995483, 'joy': 0.19298392534255981, 'love': 0.04166741296648979, 'anger': 0.9589077234268188, 'fear': 0.884749174118042, 'surprise': 0.06426999717950821}","{'sadness': 0.819331, 'joy': 0.006247, 'fear': 0.197725, 'disgust': 0.03383, 'anger': 0.065284}","{'joy': 0.11828915520553587, 'sadness': 0.768255762159729, 'anger': 0.6014582340560912, 'fear': 0.6099395044708251, 'disgust': 0.013532, 'surprise': 0.038561998307704924}","I can understand why that thought is so heavy on your mind right now. It’s really painful to think that people we care about might not want us around. Remember, though, that friendships can go through ups and downs, and sometimes misunderstandings happen. It’s important to express how you feel rather than assuming the worst. You deserve to know what they truly think, and having that conversation might bring some clarity. Whatever the outcome, you are valuable, and you deserve to be in friendships where you feel appreciated and supported. How are you feeling about reaching out to them?",1424,0.000265
What if they don't want me around anymore?,2️⃣ Array → LLM (Full emotion vector),anger,sadness,sadness,"{'sadness': 0.7342056035995483, 'joy': 0.19298392534255981, 'love': 0.04166741296648979, 'anger': 0.9589077234268188, 'fear': 0.884749174118042, 'surprise': 0.06426999717950821}","{'sadness': 0.819331, 'joy': 0.006247, 'fear': 0.197725, 'disgust': 0.03383, 'anger': 0.065284}","{'joy': 0.11828915520553587, 'sadness': 0.768255762159729, 'anger': 0.6014582340560912, 'fear': 0.6099395044708251, 'disgust': 0.013532, 'surprise': 0.038561998307704924}","I can feel how heavy that thought is for you, and it’s completely natural to worry about your place in their lives. It’s painful to think that the people who have meant so much to you might not feel the same way anymore. That fear of rejection can be overwhelming, especially when you’ve invested so much emotionally. Remember, though, that it’s important to consider their actions and communication. You deserve to be with friends who want you around and appreciate your presence. Whether you want to reach out for clarity or take some time to reflect, it’s okay to prioritize your feelings. You’re not alone in this. How are you holding up?",1885,0.000342
What if they don't want me around anymore?,3️⃣ LLM Only (No rule-based input),anger,sadness,sadness,"{'sadness': 0.7342056035995483, 'joy': 0.19298392534255981, 'love': 0.04166741296648979, 'anger': 0.9589077234268188, 'fear': 0.884749174118042, 'surprise': 0.06426999717950821}","{'sadness': 0.819331, 'joy': 0.006247, 'fear': 0.197725, 'disgust': 0.03383, 'anger': 0.065284}","{'joy': 0.11828915520553587, 'sadness': 0.768255762159729, 'anger': 0.6014582340560912, 'fear': 0.6099395044708251, 'disgust': 0.013532, 'surprise': 0.038561998307704924}","It sounds like you're feeling really anxious and maybe even scared about the possibility of losing those friendships. Those feelings are completely understandable, especially given the situation you're going through. It can be really hard to face the uncertainty of friendships. Would you like to talk about what you think might be behind those feelings?",1099,0.000192
I feel like I'm constantly questioning whether I'm a good friend,1️⃣ Rule → LLM (Emotion label only),fear,joy,fear,"{'sadness': 0.03965574502944946, 'joy': 0.22025613486766815, 'love': 0.09469400346279144, 'anger': 0.7252114415168762, 'fear': 0.9829732179641724, 'surprise': 0.6449196338653564}","{'sadness': 0.177951, 'joy': 0.417497, 'fear': 0.05421, 'disgust': 0.007131, 'anger': 0.062961}","{'joy': 0.29915248092060087, 'sadness': 0.09497384701766969, 'anger': 0.4603112649101257, 'fear': 0.6114679307785035, 'disgust': 0.0028524, 'surprise': 0.38695178031921384}","It sounds like you’re really putting a lot of pressure on yourself, and that’s understandable. It’s natural to question ourselves, especially when we care deeply about our friendships. Remember, being a good friend doesn’t mean being perfect; it means being honest, supportive, and willing to learn. If you’re concerned about your friendships, it’s okay to take a step back and reflect on what you can improve, but also remember to be kind to yourself. You’re doing your best. What makes you feel like you might not be a good friend?",1555,0.000283
I feel like I'm constantly questioning whether I'm a good friend,2️⃣ Array → LLM (Full emotion vector),fear,joy,fear,"{'sadness': 0.03965574502944946, 'joy': 0.22025613486766815, 'love': 0.09469400346279144, 'anger': 0.7252114415168762, 'fear': 0.9829732179641724, 'surprise': 0.6449196338653564}","{'sadness': 0.177951, 'joy': 0.417497, 'fear': 0.05421, 'disgust': 0.007131, 'anger': 0.062961}","{'joy': 0.29915248092060087, 'sadness': 0.09497384701766969, 'anger': 0.4603112649101257, 'fear': 0.6114679307785035, 'disgust': 0.0028524, 'surprise': 0.38695178031921384}","I can sense how much turmoil you're feeling right now, and it’s really tough to carry those doubts about your value as a friend. It sounds like you might be feeling a lot of anxiety and fear about how your friends see you, which can be so overwhelming. Remember, being a good friend doesn’t always mean being perfect; it often means showing up, being there, and caring. It’s okay to have moments of questioning, but don’t forget the positive traits you bring to your friendships. You deserve to feel secure in your worth and your connections. How can I support you as you navigate this?",2027,0.000359
I feel like I'm constantly questioning whether I'm a good friend,3️⃣ LLM Only (No rule-based input),fear,joy,fear,"{'sadness': 0.03965574502944946, 'joy': 0.22025613486766815, 'love': 0.09469400346279144, 'anger': 0.7252114415168762, 'fear': 0.9829732179641724, 'surprise': 0.6449196338653564}","{'sadness': 0.177951, 'joy': 0.417497, 'fear': 0.05421, 'disgust': 0.007131, 'anger': 0.062961}","{'joy': 0.29915248092060087, 'sadness': 0.09497384701766969, 'anger': 0.4603112649101257, 'fear': 0.6114679307785035, 'disgust': 0.0028524, 'surprise': 0.38695178031921384}","It sounds like you're feeling self-doubt and may be struggling with your own perception of your friendships. That can be really tough, especially when you care deeply about the people in your life. It's natural to question ourselves from time to time, but remember that friendships are a two-way street. Do you want to explore what specifically has been making you question your role as a friend?",1195,0.000213
Maybe I should reach out and ask them directly what's going on,1️⃣ Rule → LLM (Emotion label only),fear,joy,joy,"{'sadness': 0.2404400259256363, 'joy': 0.7575178742408752, 'love': 0.0966259092092514, 'anger': 0.7400737404823303, 'fear': 0.86122065782547, 'surprise': 0.1093091368675232}","{'sadness': 0.077981, 'joy': 0.538407, 'fear': 0.053967, 'disgust': 0.012721, 'anger': 0.121961}","{'joy': 0.6698735245445251, 'sadness': 0.17545641555538177, 'anger': 0.4928286442893982, 'fear': 0.538319194695282, 'disgust': 0.0050884, 'surprise': 0.06558548212051392}","That sounds like a great idea! Reaching out can help clear up misunderstandings and give you a chance to express how you're feeling. It takes courage to have these conversations, but it can also lead to more understanding and stronger connections. Trust your instincts, and remember that you deserve to have your feelings acknowledged. I’m here to support you, no matter what you decide! How do you feel about reaching out to them?",1660,0.000287
Maybe I should reach out and ask them directly what's going on,2️⃣ Array → LLM (Full emotion vector),fear,joy,joy,"{'sadness': 0.2404400259256363, 'joy': 0.7575178742408752, 'love': 0.0966259092092514, 'anger': 0.7400737404823303, 'fear': 0.86122065782547, 'surprise': 0.1093091368675232}","{'sadness': 0.077981, 'joy': 0.538407, 'fear': 0.053967, 'disgust': 0.012721, 'anger': 0.121961}","{'joy': 0.6698735245445251, 'sadness': 0.17545641555538177, 'anger': 0.4928286442893982, 'fear': 0.538319194695282, 'disgust': 0.0050884, 'surprise': 0.06558548212051392}","Reaching out and asking them directly could be a really courageous step, especially given all the feelings you’ve been processing. It’s understandable to feel a mix of fear and uncertainty about how they might respond, but it shows that you value the friendship enough to seek clarity. By opening up this line of communication, you give yourself a chance to express how you’ve been feeling and hopefully gain some insight into what’s been happening. Even if it feels daunting, it could lead to a better understanding for both you and them. Trust your instincts—you know what feels right for you! How do you feel about taking that step?",2171,0.000381
Maybe I should reach out and ask them directly what's going on,3️⃣ LLM Only (No rule-based input),fear,joy,joy,"{'sadness': 0.2404400259256363, 'joy': 0.7575178742408752, 'love': 0.0966259092092514, 'anger': 0.7400737404823303, 'fear': 0.86122065782547, 'surprise': 0.1093091368675232}","{'sadness': 0.077981, 'joy': 0.538407, 'fear': 0.053967, 'disgust': 0.012721, 'anger': 0.121961}","{'joy': 0.6698735245445251, 'sadness': 0.17545641555538177, 'anger': 0.4928286442893982, 'fear': 0.538319194695282, 'disgust': 0.0050884, 'surprise': 0.06558548212051392}","It sounds like you're feeling a mix of uncertainty and perhaps a bit of determination to get clarity. Reaching out can be a brave step, especially when you’re feeling hurt and confused. It might help you find answers and understand their perspective better. How do you feel about reaching out to them?",1274,0.000218
I'm scared of what they might say though. What if they confirm my worst fears?,1️⃣ Rule → LLM (Emotion label only),fear,fear,fear,"{'sadness': 0.2064255177974701, 'joy': 0.16588746011257172, 'love': 0.15594857931137085, 'anger': 0.3765334486961365, 'fear': 0.9977747797966003, 'surprise': 0.2781775891780853}","{'sadness': 0.096814, 'joy': 0.003514, 'fear': 0.932568, 'disgust': 0.010454, 'anger': 0.012701}","{'joy': 0.10093807606754303, 'sadness': 0.16258091067848204, 'anger': 0.2310004692176819, 'fear': 0.9716920678779601, 'disgust': 0.0041816, 'surprise': 0.16690655350685119}","It’s completely natural to feel scared about that possibility. Facing the unknown, especially when it involves people we care about, can be really daunting. Remember, though, that getting clarity—no matter the outcome—can ultimately help you find peace and understanding. If they do confirm your fears, it might hurt, but it also gives you the opportunity to decide what’s best for you moving forward. You're strong enough to handle whatever comes your way. It’s okay to take your time with this decision, too. How are you feeling right now about reaching out?",1796,0.00032
I'm scared of what they might say though. What if they confirm my worst fears?,2️⃣ Array → LLM (Full emotion vector),fear,fear,fear,"{'sadness': 0.2064255177974701, 'joy': 0.16588746011257172, 'love': 0.15594857931137085, 'anger': 0.3765334486961365, 'fear': 0.9977747797966003, 'surprise': 0.2781775891780853}","{'sadness': 0.096814, 'joy': 0.003514, 'fear': 0.932568, 'disgust': 0.010454, 'anger': 0.012701}","{'joy': 0.10093807606754303, 'sadness': 0.16258091067848204, 'anger': 0.2310004692176819, 'fear': 0.9716920678779601, 'disgust': 0.0041816, 'surprise': 0.16690655350685119}","I completely understand why you’re feeling scared right now. It’s tough to confront the possibility of hearing something that might confirm your worst fears, and that fear can feel really heavy. It’s natural to want to protect yourself from hurt, especially when friendships mean so much to you. But keep in mind that having that conversation could also lead to understanding and clarity, which might help you move forward, whether that’s repairing the friendship or finding peace. You deserve to know where you stand and how they truly feel. Take your time to think about it, and know that whatever happens, your feelings are valid. How can I support you as you navigate these feelings?",2327,0.000408
I'm scared of what they might say though. What if they confirm my worst fears?,3️⃣ LLM Only (No rule-based input),fear,fear,fear,"{'sadness': 0.2064255177974701, 'joy': 0.16588746011257172, 'love': 0.15594857931137085, 'anger': 0.3765334486961365, 'fear': 0.9977747797966003, 'surprise': 0.2781775891780853}","{'sadness': 0.096814, 'joy': 0.003514, 'fear': 0.932568, 'disgust': 0.010454, 'anger': 0.012701}","{'joy': 0.10093807606754303, 'sadness': 0.16258091067848204, 'anger': 0.2310004692176819, 'fear': 0.9716920678779601, 'disgust': 0.0041816, 'surprise': 0.16690655350685119}","I can sense that you're feeling scared and anxious about the possibility of their response. It's completely understandable to worry about facing your fears, especially when it comes to friendships that matter to you. It's tough to consider the worst-case scenario. Sometimes, having clarity can help, even if it’s difficult to hear. Would you like to talk about what you think is the worst that could happen? It might help to process those feelings a bit more.",1386,0.000247
Part of me wants to just disappear and see if they even notice I'm gone.,1️⃣ Rule → LLM (Emotion label only),sadness,sadness,sadness,"{'sadness': 0.9816360473632812, 'joy': 0.5666233897209167, 'love': 0.06228429451584816, 'anger': 0.7207352519035339, 'fear': 0.6406842470169067, 'surprise': 0.05445696786046028}","{'sadness': 0.677231, 'joy': 0.14891, 'fear': 0.202685, 'disgust': 0.020423, 'anger': 0.053075}","{'joy': 0.39953803383255004, 'sadness': 0.8598740284179688, 'anger': 0.4536711511421203, 'fear': 0.46548454821014407, 'disgust': 0.0081692, 'surprise': 0.03267418071627617}","I'm really sorry to hear that you’re feeling this way. It sounds like you're going through a lot right now, and it's understandable to feel overwhelmed and hurt. Wanting to disappear can be a sign of how deeply you're feeling the pain of the situation. It's important to remember that you are valued and matter, even if it might not feel that way at the moment. If you feel comfortable, it could help to talk about what’s on your mind or how you’re feeling. You don’t have to go through this alone.",1926,0.000337
Part of me wants to just disappear and see if they even notice I'm gone.,2️⃣ Array → LLM (Full emotion vector),sadness,sadness,sadness,"{'sadness': 0.9816360473632812, 'joy': 0.5666233897209167, 'love': 0.06228429451584816, 'anger': 0.7207352519035339, 'fear': 0.6406842470169067, 'surprise': 0.05445696786046028}","{'sadness': 0.677231, 'joy': 0.14891, 'fear': 0.202685, 'disgust': 0.020423, 'anger': 0.053075}","{'joy': 0.39953803383255004, 'sadness': 0.8598740284179688, 'anger': 0.4536711511421203, 'fear': 0.46548454821014407, 'disgust': 0.0081692, 'surprise': 0.03267418071627617}","I’m really sorry to hear that you’re feeling this way. It sounds like you’re going through a lot right now, and those feelings of wanting to disappear can be incredibly heavy. It’s painful to feel like you might not matter to the people you’ve invested so much in. Please know that your presence is valuable, even if it doesn’t feel that way at the moment. You deserve to be seen and acknowledged for who you are. It’s okay to take a step back and process your emotions; just remember that reaching out for support can also be really helpful. You don’t have to go through this alone. How can I support you in this moment?",2485,0.000433
Part of me wants to just disappear and see if they even notice I'm gone.,3️⃣ LLM Only (No rule-based input),sadness,sadness,sadness,"{'sadness': 0.9816360473632812, 'joy': 0.5666233897209167, 'love': 0.06228429451584816, 'anger': 0.7207352519035339, 'fear': 0.6406842470169067, 'surprise': 0.05445696786046028}","{'sadness': 0.677231, 'joy': 0.14891, 'fear': 0.202685, 'disgust': 0.020423, 'anger': 0.053075}","{'joy': 0.39953803383255004, 'sadness': 0.8598740284179688, 'anger': 0.4536711511421203, 'fear': 0.46548454821014407, 'disgust': 0.0081692, 'surprise': 0.03267418071627617}","I'm really sorry to hear that you're feeling this way. It sounds like you're experiencing a lot of pain and perhaps feeling invisible in your friendships right now. It's important to know that your feelings matter. If you're considering stepping back, it might feel like a form of self-protection, but it's also important to take care of yourself and your mental health. Would you like to talk about what's making you feel this way or explore some ways to cope?",1499,0.000265
I've started unfollowing some of them on social media. Should I do a full distance?,1️⃣ Rule → LLM (Emotion label only),anger,joy,anger,"{'sadness': 0.35566946864128113, 'joy': 0.6702467203140259, 'love': 0.045910388231277466, 'anger': 0.9107642769813538, 'fear': 0.8878105878829956, 'surprise': 0.07390003651380539}","{'sadness': 0.304878, 'joy': 0.328878, 'fear': 0.086367, 'disgust': 0.03265, 'anger': 0.059482}","{'joy': 0.5336992321884155, 'sadness': 0.3353528811847687, 'anger': 0.5702513661888122, 'fear': 0.5672331527297974, 'disgust': 0.01306, 'surprise': 0.044340021908283234}","I can understand why you’d feel that way, especially if you’re feeling hurt and frustrated. Unfollowing them can be a way to protect yourself from seeing things that might stir up those feelings. Taking a step back—whether temporarily or more permanently—can give you the space you need to figure things out. It’s important to prioritize your own well-being. If you’re leaning towards creating distance, trust your instincts and do what feels right for you. Just make sure to take care of yourself during this time. How do you feel about creating distance from them?",2066,0.000361
I've started unfollowing some of them on social media. Should I do a full distance?,2️⃣ Array → LLM (Full emotion vector),anger,joy,anger,"{'sadness': 0.35566946864128113, 'joy': 0.6702467203140259, 'love': 0.045910388231277466, 'anger': 0.9107642769813538, 'fear': 0.8878105878829956, 'surprise': 0.07390003651380539}","{'sadness': 0.304878, 'joy': 0.328878, 'fear': 0.086367, 'disgust': 0.03265, 'anger': 0.059482}","{'joy': 0.5336992321884155, 'sadness': 0.3353528811847687, 'anger': 0.5702513661888122, 'fear': 0.5672331527297974, 'disgust': 0.01306, 'surprise': 0.044340021908283234}","It sounds like you’re feeling pretty frustrated and hurt, especially with everything that’s been happening. Unfollowing them might feel like a way to regain some control and protect yourself emotionally, which is completely valid. It’s okay to create distance when you need to process how you’re feeling. 

Taking a step back, whether it’s a full distance or just a break, can give you the space to reflect on what you truly want from these friendships. Just make sure to check in with yourself about what feels right for you. You deserve to prioritize your well-being. How do you feel about that decision?",2633,0.000449
I've started unfollowing some of them on social media. Should I do a full distance?,3️⃣ LLM Only (No rule-based input),anger,joy,anger,"{'sadness': 0.35566946864128113, 'joy': 0.6702467203140259, 'love': 0.045910388231277466, 'anger': 0.9107642769813538, 'fear': 0.8878105878829956, 'surprise': 0.07390003651380539}","{'sadness': 0.304878, 'joy': 0.328878, 'fear': 0.086367, 'disgust': 0.03265, 'anger': 0.059482}","{'joy': 0.5336992321884155, 'sadness': 0.3353528811847687, 'anger': 0.5702513661888122, 'fear': 0.5672331527297974, 'disgust': 0.01306, 'surprise': 0.044340021908283234}","It sounds like you're feeling hurt and maybe even overwhelmed by the situation, and unfollowing them could be a way to protect yourself from more pain. It's okay to take a step back if you need space to process your feelings. Doing so might help you gain clarity on what you want from these friendships. Have you thought about how full distance might affect your feelings, or what you're hoping to achieve by doing so?",1609,0.000279
"I'm trying not to let this consume me, but it's hard",1️⃣ Rule → LLM (Emotion label only),sadness,joy,sadness,"{'sadness': 0.9468135237693787, 'joy': 0.6741269826889038, 'love': 0.0843949243426323, 'anger': 0.6790225505828857, 'fear': 0.648996114730835, 'surprise': 0.042934030294418335}","{'sadness': 0.252948, 'joy': 0.498064, 'fear': 0.185554, 'disgust': 0.008616, 'anger': 0.02653}","{'joy': 0.6037017896133423, 'sadness': 0.6692673142616272, 'anger': 0.41802553034973144, 'fear': 0.46361926883850096, 'disgust': 0.0034464000000000005, 'surprise': 0.025760418176651}","I’m really sorry to hear that you’re feeling this way. It’s completely understandable to struggle with those emotions, especially in a situation that feels so raw. It takes time to process hurt and disappointment. Remember to be gentle with yourself during this time. Sometimes, it can help to focus on activities that bring you joy or help you relax, even if just for a little while. I'm here to listen if you want to talk more about it. You’re not alone in this.",2184,0.000371
"I'm trying not to let this consume me, but it's hard",2️⃣ Array → LLM (Full emotion vector),sadness,joy,sadness,"{'sadness': 0.9468135237693787, 'joy': 0.6741269826889038, 'love': 0.0843949243426323, 'anger': 0.6790225505828857, 'fear': 0.648996114730835, 'surprise': 0.042934030294418335}","{'sadness': 0.252948, 'joy': 0.498064, 'fear': 0.185554, 'disgust': 0.008616, 'anger': 0.02653}","{'joy': 0.6037017896133423, 'sadness': 0.6692673142616272, 'anger': 0.41802553034973144, 'fear': 0.46361926883850096, 'disgust': 0.0034464000000000005, 'surprise': 0.025760418176651}","I completely understand how difficult it can be to not let these feelings take over, especially when you’re experiencing so much sadness and uncertainty. It’s tough to find a balance when something feels so heavy on your mind. It’s okay to acknowledge that this is hard for you; it shows how deeply you care about your friendships. Finding ways to distract yourself or focus on self-care might help ease that burden a little. Remember, it’s perfectly normal to need time to process all of this. You’re not alone in feeling this way, and it’s okay to prioritize your own well-being right now. How can I support you in this moment?",2783,0.000475
"I'm trying not to let this consume me, but it's hard",3️⃣ LLM Only (No rule-based input),sadness,joy,sadness,"{'sadness': 0.9468135237693787, 'joy': 0.6741269826889038, 'love': 0.0843949243426323, 'anger': 0.6790225505828857, 'fear': 0.648996114730835, 'surprise': 0.042934030294418335}","{'sadness': 0.252948, 'joy': 0.498064, 'fear': 0.185554, 'disgust': 0.008616, 'anger': 0.02653}","{'joy': 0.6037017896133423, 'sadness': 0.6692673142616272, 'anger': 0.41802553034973144, 'fear': 0.46361926883850096, 'disgust': 0.0034464000000000005, 'surprise': 0.025760418176651}","I can sense that you're feeling overwhelmed and struggling to manage your emotions right now. It’s tough when something weighs heavily on your mind, especially when it relates to relationships you care about. Acknowledging that it's hard is an important step. How have you been coping with these feelings so far?",1689,0.00028
Do you think some friendships are just meant to end?,1️⃣ Rule → LLM (Emotion label only),anger,sadness,joy,"{'sadness': 0.21143582463264465, 'joy': 0.8754023909568787, 'love': 0.2013513445854187, 'anger': 0.8856334090232849, 'fear': 0.257146418094635, 'surprise': 0.1953088790178299}","{'sadness': 0.695422, 'joy': 0.257402, 'fear': 0.05278, 'disgust': 0.009385, 'anger': 0.009556}","{'joy': 0.6282022345741272, 'sadness': 0.40503029477958674, 'anger': 0.5352024454139709, 'fear': 0.175399850856781, 'disgust': 0.003754, 'surprise': 0.11718532741069793}","Absolutely, some friendships do evolve or come to an end over time, and that’s a natural part of life. People grow and change, and sometimes those changes lead us in different directions. It can be bittersweet, but it can also open the door to new connections and experiences. If you’re feeling joyful about this realization, that’s wonderful! It suggests you’re embracing the changes and recognizing that it’s okay for relationships to shift. What kind of emotions are you experiencing when thinking about your friendships?",2303,0.000391
Do you think some friendships are just meant to end?,2️⃣ Array → LLM (Full emotion vector),anger,sadness,joy,"{'sadness': 0.21143582463264465, 'joy': 0.8754023909568787, 'love': 0.2013513445854187, 'anger': 0.8856334090232849, 'fear': 0.257146418094635, 'surprise': 0.1953088790178299}","{'sadness': 0.695422, 'joy': 0.257402, 'fear': 0.05278, 'disgust': 0.009385, 'anger': 0.009556}","{'joy': 0.6282022345741272, 'sadness': 0.40503029477958674, 'anger': 0.5352024454139709, 'fear': 0.175399850856781, 'disgust': 0.003754, 'surprise': 0.11718532741069793}","It’s completely understandable to question the nature of friendships, especially when you're feeling hurt and confused. It’s true that some friendships may reach a point where they no longer serve both people, and that can be really painful to recognize. It's okay to acknowledge that not all relationships last forever and that some might change over time. While it can be sad to let go, it can also open the door for new connections and opportunities that are more aligned with who you are now. Trust that you deserve to surround yourself with people who uplift and value you. How are you feeling about the idea of ending a friendship?",2922,0.000493
Do you think some friendships are just meant to end?,3️⃣ LLM Only (No rule-based input),anger,sadness,joy,"{'sadness': 0.21143582463264465, 'joy': 0.8754023909568787, 'love': 0.2013513445854187, 'anger': 0.8856334090232849, 'fear': 0.257146418094635, 'surprise': 0.1953088790178299}","{'sadness': 0.695422, 'joy': 0.257402, 'fear': 0.05278, 'disgust': 0.009385, 'anger': 0.009556}","{'joy': 0.6282022345741272, 'sadness': 0.40503029477958674, 'anger': 0.5352024454139709, 'fear': 0.175399850856781, 'disgust': 0.003754, 'surprise': 0.11718532741069793}","It sounds like you’re feeling reflective and perhaps a bit sad about the nature of friendships. It can be really hard to think about the possibility of endings, especially if you’ve invested a lot in those relationships. Sometimes, friendships do naturally evolve or fade over time, and that can be tough to accept. Would you like to talk about any specific friendships you're considering?",1780,0.0003
I guess I need to figure out what I actually want from this friendship before I do anything.,1️⃣ Rule → LLM (Emotion label only),joy,sadness,joy,"{'sadness': 0.20847778022289276, 'joy': 0.9958252906799316, 'love': 0.564208447933197, 'anger': 0.36214765906333923, 'fear': 0.10893454402685165, 'surprise': 0.0974346324801445}","{'sadness': 0.483195, 'joy': 0.456306, 'fear': 0.069368, 'disgust': 0.005904, 'anger': 0.017765}","{'joy': 0.7800175744079589, 'sadness': 0.31836466813373565, 'anger': 0.22439459543800352, 'fear': 0.09310792641611099, 'disgust': 0.0023616, 'surprise': 0.0584607794880867}","That sounds like a really healthy approach! Taking the time to understand what you want from the friendship can help guide your next steps. It’s important to think about what you need and how those friendships fit into your life. Plus, clarifying your feelings can give you a sense of empowerment. If you feel comfortable, you can even jot down your thoughts or talk them out with someone you trust. Trust yourself in this process! How are you feeling about taking that time for reflection?",2426,0.000407
I guess I need to figure out what I actually want from this friendship before I do anything.,2️⃣ Array → LLM (Full emotion vector),joy,sadness,joy,"{'sadness': 0.20847778022289276, 'joy': 0.9958252906799316, 'love': 0.564208447933197, 'anger': 0.36214765906333923, 'fear': 0.10893454402685165, 'surprise': 0.0974346324801445}","{'sadness': 0.483195, 'joy': 0.456306, 'fear': 0.069368, 'disgust': 0.005904, 'anger': 0.017765}","{'joy': 0.7800175744079589, 'sadness': 0.31836466813373565, 'anger': 0.22439459543800352, 'fear': 0.09310792641611099, 'disgust': 0.0023616, 'surprise': 0.0584607794880867}","That sounds like a really wise approach. Taking the time to reflect on what you truly want from this friendship can provide you with clarity and help guide your next steps. It’s okay to be thoughtful about how you feel—understanding your needs will empower you in this situation. Just remember to be gentle with yourself during this process. You deserve friendships that bring you joy and fulfillment. If you need to talk through your thoughts or feelings as you figure this out, I’m here for you!",3047,0.000501
I guess I need to figure out what I actually want from this friendship before I do anything.,3️⃣ LLM Only (No rule-based input),joy,sadness,joy,"{'sadness': 0.20847778022289276, 'joy': 0.9958252906799316, 'love': 0.564208447933197, 'anger': 0.36214765906333923, 'fear': 0.10893454402685165, 'surprise': 0.0974346324801445}","{'sadness': 0.483195, 'joy': 0.456306, 'fear': 0.069368, 'disgust': 0.005904, 'anger': 0.017765}","{'joy': 0.7800175744079589, 'sadness': 0.31836466813373565, 'anger': 0.22439459543800352, 'fear': 0.09310792641611099, 'disgust': 0.0023616, 'surprise': 0.0584607794880867}","It sounds like you’re beginning to reflect on what’s truly important to you in this friendship, which is a positive step. Taking the time to figure out what you want can help you approach the situation with clarity and intention. It’s okay to give yourself that space. How are you feeling about this process of reflection?",1871,0.000309
